review,placeid
"If I could give negative stars, I would. I was really looking for a great experience at the Cosmopolitan of Las Vegas. The carpet in the rooms are NOT very clean. I couldn't walk on the carpet with bare feet. As for the casino... I did not see one (1) slot machine over $300. GO TO OLD VEGAS if you want with gamble. The bouncers night club were very rude. REALLY! I will NEVER stay at the Cosmopolitan Las Vegas again. If you want to good time in Vegas stay at the Venetian.",ChIJT__BBTHEyIARSHye841eD20
"Not only is this hotel extremely beautiful, excellently located but the staff is beyond friendly. Everyone I spoke to from booking the room, checking in (early! for no charge), room service and valet were incredible! I got married one of the night of our stay (off site, I wish I would have done it there) and they treated me like I was the first bride they had ever had, they were so excited for me and everyone went out of there to help me. I will never stay anywhere else but here! ",ChIJT__BBTHEyIARSHye841eD20
"Hotel staff service was excellent and attentive. Dealers very friendly and helpful. Food options are great, and rooms are top of the line.",ChIJT__BBTHEyIARSHye841eD20
"This airport has the RUDEST staff!!  They yell at the passengers-giving orders in an unnecessary tone and do not offer any assistance. The security checkpoint would move a lot faster if the plastic bins were accessible at the beginning of this area instead of being stacked high on the opposite side. The luggage was handled poorly and being ""thrown"" onto the conveyor.  This airport needs to be more selective in who they hire and should definitely have mandatory classes for all of their employees to teach about customer service and ""how to be polite"". 
",ChIJAVkD4S_99IgRSLCSGO-jF0E
"What a dump. Rude people everywhere. Staff, airline officials, and people from Atlanta. You have to take the train into Hell to get anywhere. It stinks in all areas of the airport. The restrooms are filthy. Stay away. ",ChIJAVkD4S_99IgRSLCSGO-jF0E
"This is the world's busiest airport and all airports should be created in this format. A train/subway takes you to all the terminals and gates. You can always walk on the walkway systems, but the trains make it easy and quick to go from an International terminal to a domestic terminal. Baggage claim is easy and quick and there are ALWAYS so many helpful people to help and educate people in this huge airport, which reminds me of a train station overseas. 

If I have a choice between this and one of the other major airports, I would always choose ATL.",ChIJAVkD4S_99IgRSLCSGO-jF0E
"I have been flying through the Atlanta airport for decades now, as well as many others, in the US and international, so I have some basis for comparison. First of all, I've tried to normalize this review to the fact that this is an airport - it is not a restaurant, hotel, or somewhere you go to relax, so I don't rank it that way. Secondly, I try to separate my feelings about airlines (Delta) from the airport, as they are separate entities. That said, there are other airports that do a better job of being a pleasant environment. In general, I dread going through Atlanta, just due to the sheer volumes of flights and humanity - that is my biggest complaint, that the seating areas and spaces in general can't handle the volumes of passengers passing through them. However, in fairness I have to say they do pretty well at moving folks along, providing shops and amenities, are improving access to outlets in seating areas, etc. Finally, the big complaint that prompted this review, is that I spent six hours in Hartsfield yesterday (delay due to Delta, not the aiport's problem) and was roasting in the terminal due to air conditioning problems! Atlanta was probably a premier airport when it was built, but volumes have increased since then and it can't seem to keep up. I avoid it when I can.",ChIJAVkD4S_99IgRSLCSGO-jF0E
"I never write reviews but I feel like I need to now. I wish I could put 0 stars. This airport has the rudest employees I have ever met. We travelled internationally yesterday and they are so unnessicarily mean to people that come through security/customs. They YELL at people travelling. They joke/scream at each other and then blame us that the line is too slow. They belittle all human beings. Just because you hate your job does not mean you have to take it out on clients. Travel days are stressful already, and it doesn't help when airport employees are rude, unhelpful and unapproachable. I will go out of my way to never come to this airport again. ",ChIJAVkD4S_99IgRSLCSGO-jF0E
"Nice view from up there, but it can be in a better shape, it needs better maintenance. Not Gold at all, it is red. Nice bike ride, we loved it! Perfect day on Sep to visit no fog at all! 
No food places to eat close by! Grab some snacks and lot of water",ChIJw____96GhYARCVVwg5cT7c0
Crossed by walking and next day by bike: both wonderful ways to enjoy the amazing engineering structure. Only problem is the traffic noise but the bridge was built for linking San Francisco to Marin Empire. ,ChIJw____96GhYARCVVwg5cT7c0
"Overall visiting the bridge is nice. Bring a jacket! It is very windy there. BAD PART: The dumb toll plaza. Drive through it without paying. Then a few weeks later, they will send you a mail saying you have to pay! $7.50 (something like that)! That's just plain stupid! BRING BACK THE PEOPLE COLLECTING THE TOLLS!",ChIJw____96GhYARCVVwg5cT7c0
This place is just beautiful! Worth the walk no matter where or how you choose to come to this magnificent place. It is very touristy though but worth it all. There's many places to get different views of the bridge in your background and make sure you find what works best! I highly recommend visiting this place!!,ChIJw____96GhYARCVVwg5cT7c0
"Best views of this iconic structure are to be found from the roof of Fort Point!  Not many people realize this so parking is free and usually not hard to get!  PLUS you get a Civil War era fort to explore.  Everyone walks on the bridge, NOT everyone sees the view from below!",ChIJw____96GhYARCVVwg5cT7c0
"It's a giant loopy mess of a hole. Construction never ends at the terminals with garages partially closed and the terminal drop off / pick up areas in complete shambles littered with barriers and equipment.  As a regular individual making a drop off or pick up you will almost NEVER get a curbside spot to pull up. They literally have 2 spaces for individuals. All of the rest are reserved for 'pre-arranged limo', 'shared ride {shuttles/bus}', and taxis. On top of this- there is no nearby lot to pull off so that you can wait until the person is ready to be picked up. The loops for pulling into a terminal are a god-forsaken mess with lanes crossing each other and lines trying to get into a terminal and out of a terminal in the very same spot, with each waiting on the other to be courteous enough to let the other go.  Horrible architecture and road layout. It is too busy to be this poorly designed. Forget about getting in and out of the airport property. They have designed several major highways to cross both north and south of the airport which causes severe backup. ",ChIJpyoiDWYqTIYRHCB9Bl4_MnM
"Here is our experience at the Dallas Fort Worth Airport Dollar Rental. This was my worst experience ever with a rental car company. I so wish I would've looked at Yelp before renting there, it's obvious this place is a nightmare. It started off with a super rude lady at the rental counter. Then we were given keys and had to wander around trying to find a vehicle. Eventually did and drove off without thinking twice. We drove the car for 5 days like normal and went to take it back. As we pulled up the ""inspector"" looks closely at the hood and side panel and finds dents that we'd neither caused or ever seen before. He claims that we'd caused them and would have to pay. We freaked out because we know nothing we experienced during the week would've caused them and he said not to worry about it. So we got on our flight and didn't think about it again until last week. Here we are 3 months later and they say we owe them $900 for the dent repair.  

Also, this airport is a nightmare. It is so freaking huge it is impossible to navigate. My GPS goes haywire within 5 miles of it. Also, they've lost our bags like half the time.

",ChIJpyoiDWYqTIYRHCB9Bl4_MnM
"My husband and I had to book an unexpected flight and had a layover in Dallas/Fort Worth.  Without even being asked, the ticket agent moved a passenger to a different seat so we could sit together.  We were so appreciative of his help.  He went out of his way and was so very kind!  Thank you so much, American Airlines!!  We will be flying with you again!! :)",ChIJpyoiDWYqTIYRHCB9Bl4_MnM
"Note to self...never....ever...EVER fly with American Airlines ever again! Here's my reasons why:
1. they give you the option to purchase flight insurance, as does every other airline. Little do they tell you THEY DONT EVEN HONOR OR DEAL WITH FLIGHT INSURANCE. 25 dollars down the drain. 
2. Hotel checkout was at 10am... My flight isn't until 5pm (they didn't let me choose my flight times for arrival to NYC...messed up).
3. I approached FIVE American airline desk to explain the fact that I'm here already at the airport and if there was anyway I can get on standby for the next flight... I got FIVE different excuses as to why I can't get on standby. Including they don't do standby (completely bull because I missed my flight on Thursday morning and got put on standby) 
4. I was told that my ticket was restricted and there was nothing I could do to ever change it. 
5. I was told I could change it.... For $80. To a flight that had 2 stops... Why on Gods green earth would I pay money to have a flight with MULTIPLE stops when the one I have is direct? 
6. If you look up RUDE in the dictionary, there's a BIG picture of American Airline affiliates.
So guess what I get to do... Sit in the airport from now until 5pm while watching planes headed to NYC fly away....and for the first time in 21 years I am missing the Miss America Pageant!!!",ChIJpyoiDWYqTIYRHCB9Bl4_MnM
"very easy to get from terminal to terminal. The best large airport i have been to in the United States, with Atlanta being second the difference is that DFW has an American Express Centurion Lounge in it while ATL has only crapy (to be polite) Delta skyclubs.",ChIJpyoiDWYqTIYRHCB9Bl4_MnM
"I wish I could give you negative stars. People like Chris Filardi are everything that is wrong with this world. Once again, a terrible monster disguised as a human, with no respect for life and a sense of false entitlement. I will never support or visit your terrible museum of cruelty and you can guarantee I will encourage everyone I know to stay away as well.",ChIJCXoPsPRYwokRsV1MYnKBfaI
"Anyone who has done some traveling, and seen the Natural History Museums in the UK, Aus, or... anywhere will be thoroughly disappointed with this outdated and tired museum. Underwhelming attractions, out of date technology, and incompetent/rude staff really soured an otherwise lovely day. Do yourself a favor and skip it, go to the MET, MOMA, or the Guggenheim.",ChIJCXoPsPRYwokRsV1MYnKBfaI
"The museum itself is outstanding, there is so much content, it'll take an entire day just to go through the permanent parts. The IMAX film alone was amazing.
But there are also a few things that will get in the way: the building is clearly understaffed, so employees are not always friendly. And the cafe is a real rip-off. No really, even in a museum, no one should ask $10 for an awfully dry and cold turkey and cheese sandwich.
So show up with a full stomach and you'll have an amazing time! 
",ChIJCXoPsPRYwokRsV1MYnKBfaI
"One of the most interesting museums I've seen! It's huge - there is a large area for every single thing. You can get lost in there! 
It's nice that you can pay whatever you thing it is worth to you. ",ChIJCXoPsPRYwokRsV1MYnKBfaI
OMG AM A 6TH GRADE STUDENT AND I WENT HERE OMG SO MUCH FUN THE IMAX THOUGH,ChIJCXoPsPRYwokRsV1MYnKBfaI
An impressive art collection in suitably impressive surroundings. You can explore the collection at your own pace. The no photography rules are strictly enforced and security is generally very attentive.,ChIJHRH97uxYwokR6CBeDyn1jtg
"When here on a whine and was pleasantly surprised. The original house is beautiful. the additions added when it was made a museum integrate flawlessly. I enjoyed the art collection, i could stare at a Degas or Turner all afternoon.
  I would highly recommend the 15 minute Guided Tour/Talk. It was very informative and brought great value and meaning to the works around me. I would have never guessed what i learned about the interior courtyard.
Great stop for any art enthusiast! ",ChIJHRH97uxYwokR6CBeDyn1jtg
"Lovely mansion with a fine collection of art.  The art encompasses the taste of collectors in the early 20th century, with lovely sculpture, paintings and tapestries.   The house itself is a musuem with elegant fixtures and decor.   There is a lovely winter garden.    
A great spot to get a manageable dose of culture in Manhattan.",ChIJHRH97uxYwokR6CBeDyn1jtg
This is one of the best museums that I have ever been to. I could not be happier when seeing collection of Boucher's work and the Fragonard room. ,ChIJHRH97uxYwokR6CBeDyn1jtg
Beautiful works from the ages. Spectacular interior design and beauty. Free audio tour is available for ticket costs.,ChIJHRH97uxYwokR6CBeDyn1jtg
"This airport is amazing! The hallways are super tight, so you really feel connected with your surroundings. The airport is very traditional, in that it only supports 1 or 2 planes at a time. Reminds me of the good old days! 
Sully flew out of this airport. Shows you the kind of captains this airport breeds. I guess birds love this area too. It's good for everyone. 
In this day and age of rushed travel, it's good to come to this airport and slow down because every flight is delayed. Makes you really stop and think about your life. Good for the mind to stop rushing sometimes. Psychologically a very good institution. 
5/5. You come here, you get out of the daily rush and you slow down. ",ChIJtU1Cg4lfwokRs2aWDmbEL3c
"The best way of describing LGA is ""you pay peanuts, you get a monkey"". LGA has very very cheap flights, which is its main highlight. however obviously, in order to be is cheap they have to make concessions and cut spending, with the result the terminal is a bit grubby. But hey, that's why you're paying much less. Christ, reading these reviews is like reading about someone who decided to fly Easyjet instead of British Airways or go economy class instead of business and is then surprised at the quality difference. For the price you pay, LGA is fine. Want better quality, use Newark or JFK. ",ChIJtU1Cg4lfwokRs2aWDmbEL3c
"Been here countless times as a New York resident.  The 50-year-old main terminal is kinda disappointing, glad they're gonna replace it.  It has a somewhat boring design and each concourse has a different security barrier, meaning you should eat before screening.  Food choices aren't very good either.  But the Delta terminal is much nicer and newer.  Public transportation is not the fastest making the airport seem farther than it really is, although the MTA has improved access by making the M60 a SBS route and starting the Q70.  At least it still costs only $2.75 to get to when using transit.  The best thing about the airport is its setting with views of the east river and the skyline.",ChIJtU1Cg4lfwokRs2aWDmbEL3c
"This place needs more english speaking and friendlier staff.
Could be cleaner have better selection of restaurants n shops.   .....can't wait to see the remodel and new management a NYC airport should hold itself to way higher standards than this. We are the gateway to the world.",ChIJtU1Cg4lfwokRs2aWDmbEL3c
"I go to LaGuardia only if I need a flight that isn't available from Newark.  If you are going to LaGuardia you should be prepared to make a day of it.  Most flights are delayed.  You should pack a meal because the food there is awful and overpriced.  I really hate when New Jersey travel agents used to try to push flights to and from LaGuardia.  I had to tell them the inconvenience of LaGuardia is not worth saving approximately twenty bucks.  The time and trouble of my family and myself is worth much more than that.
",ChIJtU1Cg4lfwokRs2aWDmbEL3c
"Didn't get the superking room I had booked as there was a problem with it. Got put in a room with 2 double beds instead and told I would be moved the next day. Ended up not getting moved until the last day of my 3 night trip due to ""misunderstanding"". Complained to manager who was so rude, laughed in my face and refused to give me any money off the bill and accused me of lying saying I was told to pack my bags so they could move my room after the first night. Sent email of complaint to the company because of the inconvenience and rudeness of the staff and said I did not agree for them to take any money from my card until it was resolved. They ignored me and took it anyway. Emailed again threatening legal action then they responded offering 10% the 2 nights I had to stay in the wrong room. Shockingly bad customer service. There was someone else complaining in reception when I left as well as they had given their room away. The hotel is pretty basic and breakfast not nice. All in all a complete disappointment and would never stay again.",ChIJ1eNig1VYwokRaYklB7yT0mo
"My wife and I had a reservation for a room at this hotel but when we arrived, we were told that there no rooms available. The hotel desk told us that they would find us another hotel to stay in but couldn't find anything for over an hour. When the desk agent finally said she found us another place, it was all the way across the bridge in Queens. This was not satisfactory as we were in NYC to do some sight seeing in Manhattan and enjoy staying near Times Square. So the search continued. Soon after that, a family of 3 came into the hotel and were given a room immediately. So much for having no rooms available. After this, I began to express my frustration in an appropriate but firm manner. Once I pushed on the desk agent a little bit, a room magically appeared for us and we stayed in the hotel. Once we were given a room, the stay was great. I just wish 1) the hotel would have warned us ahead of time if there were no rooms, 2) Given us the room that was clearly open before waiting for 2 hours. ",ChIJ1eNig1VYwokRaYklB7yT0mo
This hotel is.. Ok. The location is fantastic! But the hotel itself seems outdated. The toilet kept running throughout the night and the shower water pressure varies depending on others using the shower. The price is good though.,ChIJ1eNig1VYwokRaYklB7yT0mo
Down Rooms are not confortable. too dark. but very neer to times Square.,ChIJ1eNig1VYwokRaYklB7yT0mo
"Great location! The workers are really nice and helpful. I stayed there for almost two weeks and I'm glad I chose this hotel. 
The room has whatever you need: big comfortable bed, coffee, nice shower, very clean. I paid for a great location and a nice clean place to stay.",ChIJ1eNig1VYwokRaYklB7yT0mo
"We stayed in a tower room facing the fountain. The room and view were amazing! The hotel and cleaning staff were courteous and helpful and they make it very easy to plan your trip and book events/restaurant reservations. The only downside was the staff at one of their restaurants, Olives.  That staff was not very attentive or kind, generally poor service there. But the hotel aspect of Bellagio was excellent!",ChIJvUdRyzDEyIARhA3R2cXH8oI
"If any of you guys are looking for dirt cheap hotel deals I would check out HotelRaven. Com I saved a ton of money using that site.

Absolutely  fantastic! ! This hotel blew my expectations  x 100. We were married  here last week and stayed in the fabulous room  with fountain  view . Everything  from our wedding, our stay , the way we were spoiled by bellagio, the spa treated us like royalty,  food was amazing in every restaurant., even the turn down service  at night was so amazing and relaxing calm music beds opened lights low bottle champagne  waiting for us ?? just perfect ??  not to mention my wedding planner Ruby was absolutely  wonderful  the whole year of planning with me ? we love her .  Everything was top notch  service  ?? ",ChIJvUdRyzDEyIARhA3R2cXH8oI
"Absolutely  fantastic! ! This hotel blew my expectations  x 100. We were married  here last week and stayed in the fabulous room  with fountain  view . Everything  from our wedding, our stay , the way we were spoiled by bellagio, the spa treated us like royalty,  food was amazing in every restaurant., even the turn down service  at night was so amazing and relaxing calm music beds opened lights low bottle champagne  waiting for us ?? just perfect ??  not to mention my wedding planner Ruby was absolutely  wonderful  the whole year of planning with me ? we love her .  Everything was top notch  service  ?? ",ChIJvUdRyzDEyIARhA3R2cXH8oI
"Hotel is plush and tastefully decorated. Fantastic restaurants and museum (Picasso on when I went). You can even see daylight at places. The shopping is high order if that is your thing.  After walking through the majority of hotels in the strip you will soon agree the Bellagio is one of not the best in Vegas. No issues with food, staff or the gambling. 

The pools are great but note there are no water slides in case your after Disney style swimming.  The pools are for relaxing. 
The fountains at front of the hotel are lovely at night. 

Oh and a great location. ",ChIJvUdRyzDEyIARhA3R2cXH8oI
"Been to bellagio buffet many times in the past---the food usually was outstanding...this trip BIG DISSAPOINTMENT - - - they have increased the price - - oh well  it was usually was worth it....but now the food and service has really gone down hill...the kobe beef & the prime ribs were tastless---sort of like eating warmed over cardboard...the biggest hit was no alaska king crab,,now its only served on weekends when the price goes up even more...the dessert table was outstanding as usual but it doesnt make up for all the bad stuff..the ticket staff & the ticket takers all looked like they just swallowed a bug!!!  !the bellagio was always on my to do list in vegas but no more...its a shame cause it used to be the best.....",ChIJvUdRyzDEyIARhA3R2cXH8oI
"I've flown out of CLT before but this has been my worst experience. I would have made my flight had the security lady not taken her sweet old time (first missed flight in my entire life). I literally waited for 10-15 minutes for my hairspray to go through security, only for it to be thrown out. I got to my gate, the plane was still there, but they wouldn't let me on. From then on everything went smoothly. The lady at the service desk saw I was in tears, spoke very kindly to me, and got me on a flight an hour and a half later. That security lady needs to be fired, or have a flame put under her butt to get moving. ",ChIJidRKt32YVogRN6fEPG9Kuho
"This airport is the worst in the 40 years I have traveled into and out of in the U.S. I arrived at an E gate. I walked and walked and walked to the baggage claim area. With people movers it still took 20 minutes to get to baggage claim. I was not walking at a slow pace either. Flying out of the airport is also a nightmare. Received my boarding pass and of course another E gate nightmare walk but good news I had TSA precheck. I thought it was good news until I went to security and was told I HAD to go to either the B security check in or the E security check in. I was in the middle so it was another walk to get to the security check points. Went to E and despite having a TSA precheck I had to take off my shoes and jacket, according to the tsa agent I had to regardless of my boarding pass status. Also had to go through the body scanner which normally you aren't required to do that either. I was the only passenger in this security check point since it was 6 am and not a lot of people at the airport at that hour. Then of course another mile walk to my gate. I would avoid this airport and I will in the future. This is just a nightmare not to mention the rude employees at this airport. ",ChIJidRKt32YVogRN6fEPG9Kuho
"I love connecting through Charlotte. The airport is relatively small, but overall easy to navigate even with the amount of people that go there. TSA is thorough (sometimes it takes a while) and friendly. Connecting through this airport is a breeze. Flights usually don't get delayed, I've even flown out in a big thunderstorm right on time. I would recommend connecting through CLT if you have the chance as it is one of the best.",ChIJidRKt32YVogRN6fEPG9Kuho
"Worst airport on planet Earth. Arrived on 10th September to get connecting flight to London Heathrow. Flight delayed for 5hrs due to the aircraft being: late in arriving, broken down and being repaired, bad weather(which I can agree with due to heavy thunderstorms) and several other feeble excuses. The staff who we spoke to were either rude unhelpful or generally not interested in assisting customers 

No one from the airport or airline US Airways/American Airlines kept anyone informed of what was happening no refreshments were offered in fact the service was terrible.

To make matters worse when we eventually arrived home we found that both our cases were soaking wet through having been left out on the tarmac for 5hrs in the rain waiting to be loaded onto the aircraft so most of the contents being ruined. 

My wife even received insect bites in the departure lounge. 

This airport for being an international Airport is simply pathetic!!",ChIJidRKt32YVogRN6fEPG9Kuho
The lobby that connects all the terminals likings super nice. There is a guy playing Jazzy tunes on a mini grand next to a bar. I love that this airport has so many walkways that get you faster to where you need to go. ,ChIJidRKt32YVogRN6fEPG9Kuho
"If any of you guys are looking for dirt cheap hotel deals I would check out HotelRaven. Com I saved a ton of money using that site.

Where Treasure Island is located is so easy to access and it makes the experience much more enjoyable. Being easy to spot as well as a lot of people being there makes it fun. The rooms are very nice as well. I would consider one of my top favorites. I couldn't ask for better service myself. I'm so happy with the way I was treated as well.",ChIJswuaqjrEyIARE0cTvGmUiwk
Where Treasure Island is located is so easy to access and it makes the experience much more enjoyable. Being easy to spot as well as a lot of people being there makes it fun. The rooms are very nice as well. I would consider one of my top favorites. I couldn't ask for better service myself. I'm so happy with the way I was treated as well.,ChIJswuaqjrEyIARE0cTvGmUiwk
"Treasure Island is a cornerstone in Vegas. Personally, I prefer to stay off the strip to avoid crowds and high prices, but if you want to stay on the strip ti is a good choice. Well appointed rooms that do not feel out of date, friendly staff, good location. I would recommend it. ",ChIJswuaqjrEyIARE0cTvGmUiwk
Mystere Show was AMAZING and jaw dropping the entire show!!!! Hotel nothing spectacular. Nice rooms and decent restaurants on site. Nothing over the top very simple. Close proximity to the dancing water and volcano eruptions. VERY DISAPPOINTED they no longer have the pirate show. ,ChIJswuaqjrEyIARE0cTvGmUiwk
"We reserved our room thru Expedia as a non smoking double bed room. However, after waiting 20 minutes in line, when we checked in, they said all they have is smoking rooms left! We already paid so couldn't cancel so we endured the smoking odor in the room and hallways. I don't get why you would over book rooms when you have paid reservations. Also the Coffee House's pho was okay.  It was a large portion and the broth smelled right but the beef tenders didn't taste fresh.",ChIJswuaqjrEyIARE0cTvGmUiwk
"The only reason it got 1 star was because I can't put 0 stars. 0 stars is the only way to truly display the service I have received at this airport: 0 service. I landed at this airport at 11:00 pm and my bag wasn't at the baggage claim. There was absolutely no one that worked at the airport that could tell me how I could get my bag back. When I called the customer support line from their information phone, the person who answered immediately gave me attitude and acted like ""how dare I call her and ask for assistance."" If there is any way to get around from using this airport, I would highly recommend everyone to do so. You will avoid a massive headache and irritating situation by doing so.",ChIJL4OpYGbExokR2NM3RpQVLj4
"Not just an ordinary failure, but an exemplary failure. In the age of social media, when you fail badly, you can record it, upload it to YouTube, and enjoy a fleeting moment of celebrity status.  Philly's airport design is an epic failure, but without the infamy it deserves. I hope I can play a small part in changing that. Yes, you're guaranteed endless lines at security that wrap in such a way that you think you have arrived at the front of the line only to realize that was a cruel trick and now you have to walk back right to where you started, but that's nothing special. No, the crowning glory here is you have to get on a bus to access the F terminal. It's as if someone built the terminal and said, damn...I forgot that passengers need some way to access the terminal. Well, I guess they can just get on a bus that will drive around the runway until it gets to terminal F. If Idiocracy is a prophecy, this is the airport of the future.",ChIJL4OpYGbExokR2NM3RpQVLj4
"I live near Philly and this is practically the only airport I can get direct flights to the cities in the west. Very good airport but it is starting to show signs of the airport reaching full capacity during a regular routine scheduled day. Security is a little rough on you but it does ware off after you go through the checkpoint. Terminals are surprisingly clean although a little spots that need some touch up. I'll give some advice for someone coming through this airport do not get caught up in any restaurant unless you enough time to eat. And also this , if you have an early flight scheduled get their EARLY because I'll bet you a long line at security and one last thing, if you not want to experience what goes on in Philly international then I suggest using Lehigh Valley international near Allentown or if you wanna make the ride, also use Harrisburg international to not get caught up .",ChIJL4OpYGbExokR2NM3RpQVLj4
"Compensating for a list of sour grapes. Millions pass through with no problem, as I have many times. Good food places, upscale series like Brooks Brother's - it's actually a good airport.",ChIJL4OpYGbExokR2NM3RpQVLj4
"Horrible service,  missed my flight bc of a stupid agent who wouldn't let us on and we had time. Thank you for not even being able to book a next flight and lie that one wasn't available. Which was. Lost a day of my honeymoon. Hire better agents with less ghetoo attitudes. Will never use us airways/ america airlines",ChIJL4OpYGbExokR2NM3RpQVLj4
"he most disgusting hotel i'v ever been in.
noise all over from construction- the guy on front desk say that they can do that from 9am!!- WTF???
wi fi connecction was so bad that we need to call front desk every 5 min.
water flow was slow that the shoers seem for ever
dont ever go there .
very bad hotel.
well i dont think the its a hote",ChIJX44S6a1ZwokRvIWf4R_fdiI
"The hotel is clean and many areas have recently been updated. 

Here's my one major gripe: unfortunately, the WiFi requests social media details in order to use it - which I find unnecessary and creepy: this gives the hotel a very easy way to track our activity. Even once signed in, the connection was terrible - to the point where images aren't loading. I am not able to load simple applications for work, and given that this is a work trip, this makes things very frustrating. At night, we tried to open Netflix. Absolutely no success there. 

If you're going to be so blatantly creepy and invasive, at least offer a decent service in return. And in this age, it is not acceptable to not offer a functional internet connection.",ChIJX44S6a1ZwokRvIWf4R_fdiI
"This place has vibe and I like the proximity to the Javits. Free wifi, the Tick Tock Diner is excellent, and I've never had any real issues in the 3 stays I've had over the years. The shower does fluctuate hot and cold pretty badly, only quirk I dislike.",ChIJX44S6a1ZwokRvIWf4R_fdiI
"They put us in a room next to the room where they had a construction, so there was unbearable noise. 
Next they moved is in a room with wrong bed size.
Third room, next day, at 6.50 in the morning construction noise woke us up. 
Morning after, construction noise woke us again!
It was 4.July. Couldn't they delay their construction?!
They didn't want to admit that had a construction at all.
I complained without success to who know how many managers, to GM, to Wyndham latter...",ChIJX44S6a1ZwokRvIWf4R_fdiI
"Nice Hotel! Enjoyed my stay here but one thing really bothered me and my sister during our stay here. Her designer shoes got missing from the room and it is possible it was thrown away by housekeeping not stolen but when we reported the loss to the hotel, they sent someone over claiming they will investigate it. We never heard anything back from them and its been a month. We reached out severally and no one ever contacted us. What a shame! 

",ChIJX44S6a1ZwokRvIWf4R_fdiI
"I like the look of the outside and the theme that is made to look like but once you go inside and in your room there is no more medieval theme at all just plan uniform colors and carpets as all the hallways and other room areas. The room I was assigned was facing he back of the hotel with a wonderful view of the roof with AC units and parking garage. The pool is very nice with a bar and areas to relax and enjoy or take a dip in the water as well. Most of the places to eat are fast food companies and not much else.
Its not bad but could be a better experience and you do get a reasonable rate for the rooms too",ChIJzZtJhM3FyIAR6eHpF4xTR68
"The smell is unbearable. Definitely nothing fancy or classy. Old, dirty, smelly hotel with nasty carpet. The restaurant choices were awful. Smokiest casino in all of Las Vegas. I feel like we overpaid for what we got. I would recommend paying a few extra bucks and getting something better and further down the strip. There was nothing to do at this far / older end of the strip. Water slide pool was closed which made for a very crowed pool area. By the end of our stay I was gagging walking through the hotel - combination of heavy perfumed air fresheners mixed with smoke. We had a non-smoking room but no one cares and smokes anyways. Guest freely smoke weed and cigarettes throughout the halls and elevate. UGH! ",ChIJzZtJhM3FyIAR6eHpF4xTR68
"Booked requesting non smoking, was given a smoking room. The stench of cigarettes and Marijuana wafted into the room all night. Room was cleaned poorly and is incredibly outdated. Looks like a cheap motel but at 10x the price. The next day, they moved me to a non smoking room thankfully, but the decor is still dated, cracks on the bathroom tile, etc. ",ChIJzZtJhM3FyIAR6eHpF4xTR68
"I loved the Tournament of Kings show. My favorite thing in Las Vegas of all time. The people that took us there didn't tell us about the $50 resort fee,but it was TOTALLY worth the 4 days we were there. Everything was clean,the rooms smelled good,and the staff was very friendly. The restaurants were awesome. It's the ONLY place I want to stay while I'm in LV. If I want to go horseback riding,race dune buggies,or go drive a real NASCAR at Las Vegas Motor Speedway, they'll just send someone to the front door.
So,Excaliber,all I have to say is.....HAAZZZAAAAAHH !!!!!!!!  ??",ChIJzZtJhM3FyIAR6eHpF4xTR68
"DO NOT STAY HERE!!! Terrible place, location on the strip is good. Rooms dirty and dated. Staff is not helpful nor friendly. My husband and I got some rash from the linens on our face, totally grossed out. Like the other review, useless resort fee... While we wanted a bargain, we didn't bargain for this. I guess we got what we paid for. I will be back to Vegas but not here, ever.... :( ",ChIJzZtJhM3FyIAR6eHpF4xTR68
"Such an amazing experience! Lots to see and lots of walking. Make sure you get a map and see the marked  famous and well known artists/paintings. They also have a sculpture section on the lower floor as well as a gift shop. You can even take photos of the paintings, which is cool. ",ChIJSYxSO5u3t4kRm4eyKw_Y7Kg
Although the artwork was amazing to see the staff was incredibly rude. I would not recommend someone to visit here. I saw a security guard yelling at a women who did not speak English and could not understand what he was saying while he patronized her. When the museum closed I was separated from my family and they literally pushed me out the door and would not give me information as to where I was exiting so I could find my family. Blown away with how the staff there treats visitors. ,ChIJSYxSO5u3t4kRm4eyKw_Y7Kg
Really exacting place. Must visit for art lover. Pantings from different ages in various styles. Takes at least two hours.  ,ChIJSYxSO5u3t4kRm4eyKw_Y7Kg
Its no New York MET but the art is absolutely beautiful and it has some incredible architecture.  Well worth a look. ,ChIJSYxSO5u3t4kRm4eyKw_Y7Kg
"World class collection that should not be missed. Excellent exhibition of the 19th century Impressionists-Monet, Maunet, Renoir, Degas, etc.... The Paul Cezzane gallery is most definitely a highlight. Great traveling exhibitions can be found here, as well. My last visit they displayed some great metal points; including da Vinci's ""Bust of a Warrior"" and they also had Peter Paul Ruben's Magi reunited for the first time in 130 years. World class collection.",ChIJSYxSO5u3t4kRm4eyKw_Y7Kg
"This park rivals Death Valley in heat, particularly in the cactus field. I enjoyed some of the rock formations, and the Joshua trees had an interesting shape, but I would have appreciated more signs/maps/infographics explaining features about the park. As for wildlife, I glimpsed a bat, jackrabbit and a few lizards. Watch out for bees that swarm toward cars with air conditioning. Stay for the sunset though! The trails are not particularly easy, so pick one or two and that should be sufficient to get a general view of the park (I went to Hidden Valley).",ChIJe6hluYWP2oAR4p3rOqftdxk
